text,author
"ORLANDO.
You touched my vein at first. The thorny point
Of bare distress hath ta’en from me the show
Of smooth civility; yet am I inland bred
And know some nurture. But forbear, I say!
He dies that touches any of this fruit
Till I and my affairs are answered. ORLANDO.
Speak you so gently? Pardon me, I pray you.
I thought that all things had been savage here
And therefore put I on the countenance
Of stern commandment. But whate’er you are
That in this desert inaccessible,
Under the shade of melancholy boughs,
Lose and neglect the creeping hours of time,
If ever you have looked on better days,
If ever been where bells have knolled to church,
If ever sat at any good man’s feast,
If ever from your eyelids wiped a tear,
And know what ’tis to pity and be pitied,
Let gentleness my strong enforcement be,
In the which hope I blush and hide my sword. DUKE SENIOR.
True is it that we have seen better days,
And have with holy bell been knolled to church,
And sat at good men’s feasts, and wiped our eyes
Of drops that sacred pity hath engendered.
And therefore sit you down in gentleness,
And take upon command what help we have
That to your wanting may be ministered.",Shakespeare
"“I drew a breath, set my teeth, gripped the starting lever with both
hands, and went off with a thud. The laboratory got hazy and went dark.
Mrs. Watchett came in and walked, apparently without seeing me, towards
the garden door. I suppose it took her a minute or so to traverse the
place, but to me she seemed to shoot across the room like a rocket. I
pressed the lever over to its extreme position. The night came like the
turning out of a lamp, and in another moment came tomorrow. The
laboratory grew faint and hazy, then fainter and ever fainter. Tomorrow
night came black, then day again, night again, day again, faster and
faster still. An eddying murmur filled my ears, and a strange, dumb
confusedness descended on my mind. “The landscape was misty and vague. I was still on the hillside upon
which this house now stands, and the shoulder rose above me grey and
dim. I saw trees growing and changing like puffs of vapour, now brown,
now green; they grew, spread, shivered, and passed away. I saw huge
buildings rise up faint and fair, and pass like dreams. The whole
surface of the earth seemed changed—melting and flowing under my eyes.
The little hands upon the dials that registered my speed raced round
faster and faster. Presently I noted that the sun belt swayed up and
down, from solstice to solstice, in a minute or less, and that
consequently my pace was over a year a minute; and minute by minute the
white snow flashed across the world, and vanished, and was followed by
the bright, brief green of spring.",HGWells
"After some time, he thrust away his plate and put his head in his
hands. He felt that he had a right to know. It should have been told to
him before, if it was as he suspected. Leaden with fear, his mother
watched him. Words dropped mechanically from her lips. A tattered lace
handkerchief twitched in her fingers. When the clock struck six, he got
up and went to the door. Then he turned back and looked at her. Their
eyes met. In hers he saw a wild appeal for mercy. It enraged him. “Mother, I have something to ask you,” he said. Her eyes wandered
vaguely about the room. She made no answer. “Tell me the truth. I have
a right to know. Were you married to my father?” She heaved a deep sigh. It was a sigh of relief. The terrible moment,
the moment that night and day, for weeks and months, she had dreaded,
had come at last, and yet she felt no terror. Indeed, in some measure
it was a disappointment to her. The vulgar directness of the question
called for a direct answer. The situation had not been gradually led up
to. It was crude. It reminded her of a bad rehearsal.",Wilde
"“I don’t know, Bedwin. I don’t know,” said Mr. Brownlow; “I rather
think I had a damp napkin at dinner-time yesterday; but never mind
that. How do you feel, my dear?” “He has just had a basin of beautiful strong broth, sir,” replied Mrs.
Bedwin, drawing herself up slightly, and laying strong emphasis on the
last word, to intimate that between slops, and broth well compounded,
there existed no affinity or connection whatsoever. This sounded so like a falsehood, that the old gentleman looked
somewhat sternly in Oliver’s face. It was impossible to doubt him;
there was truth in every one of its thin and sharpened lineaments. “Some mistake,” said Mr. Brownlow. But, although his motive for looking
steadily at Oliver no longer existed, the old idea of the resemblance
between his features and some familiar face came upon him so strongly,
that he could not withdraw his gaze. As he spoke, he pointed hastily to the picture over Oliver’s head, and
then to the boy’s face. There was its living copy. The eyes, the head,
the mouth; every feature was the same. The expression was, for the
instant, so precisely alike, that the minutest line seemed copied with
startling accuracy!",Dickens
"_In respect of her art generally, Mr. Goldwin Smith has truly observed that “metaphor has been exhausted in depicting the perfection of it, combined with the narrowness of her field;” and he has justly added that we need not go beyond her own comparison to the art of a miniature painter. To make this latter observation quite exact we must not use the term miniature in its restricted sense, and must think rather of Memling at one end of the history of painting and Meissonier at the other, than of Cosway or any of his kind. And I am not so certain that I should myself use the word “narrow” in connection with her. If her world is a microcosm, the cosmic quality of it is at least as eminent as the littleness. She does not touch what she did not feel herself called to paint; I am not so sure that she could not have painted what she did not feel herself called to touch. It is at least remarkable that in two very short periods of writing--one of about three years, and another of not much more than five--she executed six capital works, and has not left a single failure. It is possible that the romantic paste in her composition was defective: we must always remember that hardly anybody born in her decade--that of the eighteenth-century seventies--independently exhibited the full romantic quality. Even Scott required hill and mountain and ballad, even Coleridge metaphysics and German to enable them to chip the classical shell. Miss Austen was an English girl, brought up in a country retirement, at the time when ladies went back into the house if there was a white frost which might pierce their kid shoes, when a sudden cold was the subject of the gravest fears, when their studies, their ways, their conduct were subject to all those fantastic limits and restrictions against which Mary Wollstonecraft protested with better general sense than particular taste or judgment. Miss Austen, too, drew back when the white frost touched her shoes; but I think she would have made a pretty good journey even in a black one._",Austen
"“But, as I walked over the smoking ashes under the bright morning sky,
I made a discovery. In my trouser pocket were still some loose matches.
The box must have leaked before it was lost. “About eight or nine in the morning I came to the same seat of yellow
metal from which I had viewed the world upon the evening of my arrival.
I thought of my hasty conclusions upon that evening and could not
refrain from laughing bitterly at my confidence. Here was the same
beautiful scene, the same abundant foliage, the same splendid palaces
and magnificent ruins, the same silver river running between its
fertile banks. The gay robes of the beautiful people moved hither and
thither among the trees. Some were bathing in exactly the place where I
had saved Weena, and that suddenly gave me a keen stab of pain. And
like blots upon the landscape rose the cupolas above the ways to the
Underworld. I understood now what all the beauty of the Overworld
people covered. Very pleasant was their day, as pleasant as the day of
the cattle in the field. Like the cattle, they knew of no enemies and
provided against no needs. And their end was the same.",HGWells
"We had arranged no plan of campaign, but the baronet is a man to
 whom the most direct way is always the most natural. He walked
 into the room, and as he did so Barrymore sprang up from the
 window with a sharp hiss of his breath and stood, livid and
 trembling, before us. His dark eyes, glaring out of the white
 mask of his face, were full of horror and astonishment as he
 gazed from Sir Henry to me. “Nothing, sir.” His agitation was so great that he could hardly
 speak, and the shadows sprang up and down from the shaking of his
 candle. “It was the window, sir. I go round at night to see that
 they are fastened.” “Look here, Barrymore,” said Sir Henry sternly, “we have made up
 our minds to have the truth out of you, so it will save you
 trouble to tell it sooner rather than later. Come, now! No lies!
 What were you doing at that window?” “Don’t ask me, Sir Henry—don’t ask me! I give you my word, sir,
 that it is not my secret, and that I cannot tell it. If it
 concerned no one but myself I would not try to keep it from you.”",ConanDoyle
"The worship of the senses has often, and with much justice, been decried, men feeling a natural instinct of terror about passions and sensations that seem stronger than themselves, and that they are conscious of sharing with the less highly organized forms of existence. But it appeared to Dorian Gray that the true nature of the senses had never been understood, and that they had remained savage and animal merely because the world had sought to starve them into submission or to kill them by pain, instead of aiming at making them elements of a new spirituality, of which a fine instinct for beauty was to be the dominant characteristic. As he looked back upon man moving through history, he was haunted by a feeling of loss. So much had been surrendered! and to such little purpose! There had been mad wilful rejections, monstrous forms of self-torture and self-denial, whose origin was fear and whose result was a degradation infinitely more terrible than that fancied degradation from which, in their ignorance, they had sought to escape; Nature, in her wonderful irony, driving out the anchorite to feed with the wild animals of the desert and giving to the hermit the beasts of the field as his companions.",Wilde
"“I had,” said he, “come to an entirely erroneous conclusion which shows, my dear Watson, how dangerous it always is to reason from insufficient data. The presence of the gipsies, and the use of the word ‘band,’ which was used by the poor girl, no doubt, to explain the appearance which she had caught a hurried glimpse of by the light of her match, were sufficient to put me upon an entirely wrong scent. I can only claim the merit that I instantly reconsidered my position when, however, it became clear to me that whatever danger threatened an occupant of the room could not come either from the window or the door. My attention was speedily drawn, as I have already remarked to you, to this ventilator, and to the bell-rope which hung down to the bed. The discovery that this was a dummy, and that the bed was clamped to the floor, instantly gave rise to the suspicion that the rope was there as a bridge for something passing through the hole and coming to the bed. The idea of a snake instantly occurred to me, and when I coupled it with my knowledge that the doctor was furnished with a supply of creatures from India, I felt that I was probably on the right track. The idea of using a form of poison which could not possibly be discovered by any chemical test was just such a one as would occur to a clever and ruthless man who had had an Eastern training. The rapidity with which such a poison would take effect would also, from his point of view, be an advantage. It would be a sharp-eyed coroner, indeed, who could distinguish the two little dark punctures which would show where the poison fangs had done their work. Then I thought of the whistle. Of course he must recall the snake before the morning light revealed it to the victim. He had trained it, probably by the use of the milk which we saw, to return to him when summoned. He would put it through this ventilator at the hour that he thought best, with the certainty that it would crawl down the rope and land on the bed. It might or might not bite the occupant, perhaps she might escape every night for a week, but sooner or later she must fall a victim.",ConanDoyle
"“My life has been one incessant persecution from a husband whom I
 abhor. The law is upon his side, and every day I am faced by the
 possibility that he may force me to live with him. At the time
 that I wrote this letter to Sir Charles I had learned that there
 was a prospect of my regaining my freedom if certain expenses
 could be met. It meant everything to me—peace of mind, happiness,
 self-respect—everything. I knew Sir Charles’s generosity, and I
 thought that if he heard the story from my own lips he would help
 me.” The woman’s story hung coherently together, and all my questions
 were unable to shake it. I could only check it by finding if she
 had, indeed, instituted divorce proceedings against her husband
 at or about the time of the tragedy. Luck had been against us again and again in this inquiry, but now
 at last it came to my aid. And the messenger of good fortune was
 none other than Mr. Frankland, who was standing, grey-whiskered
 and red-faced, outside the gate of his garden, which opened on to
 the highroad along which I travelled. My feelings towards him were very far from being friendly after
 what I had heard of his treatment of his daughter, but I was
 anxious to send Perkins and the wagonette home, and the
 opportunity was a good one. I alighted and sent a message to Sir
 Henry that I should walk over in time for dinner. Then I followed
 Frankland into his dining-room.",ConanDoyle
"“It would end our adventures at the very start; and we, being
without weapons, could do nothing with that armed gang. If we
are going to succeed in our emprise, we must not only look the
peasant but act the peasant.” He kept his word. He did the best he could, but I've seen better.
If you have ever seen an active, heedless, enterprising child
going diligently out of one mischief and into another all day
long, and an anxious mother at its heels all the while, and just
saving it by a hair from drowning itself or breaking its neck with
each new experiment, you've seen the king and me. If I could have foreseen what the thing was going to be like,
I should have said, No, if anybody wants to make his living
exhibiting a king as a peasant, let him take the layout; I can
do better with a menagerie, and last longer. And yet, during
the first three days I never allowed him to enter a hut or other
dwelling. If he could pass muster anywhere during his early
novitiate it would be in small inns and on the road; so to these
places we confined ourselves. Yes, he certainly did the best he
could, but what of that? He didn't improve a bit that I could see.",Twain
"Outside the sun was sinking low and the west was blazing with
 scarlet and gold. Its reflection was shot back in ruddy patches
 by the distant pools which lay amid the great Grimpen Mire. There
 were the two towers of Baskerville Hall, and there a distant blur
 of smoke which marked the village of Grimpen. Between the two,
 behind the hill, was the house of the Stapletons. All was sweet
 and mellow and peaceful in the golden evening light, and yet as I
 looked at them my soul shared none of the peace of Nature but
 quivered at the vagueness and the terror of that interview which
 every instant was bringing nearer. With tingling nerves but a
 fixed purpose, I sat in the dark recess of the hut and waited
 with sombre patience for the coming of its tenant. And then at last I heard him. Far away came the sharp clink of a
 boot striking upon a stone. Then another and yet another, coming
 nearer and nearer. I shrank back into the darkest corner and
 cocked the pistol in my pocket, determined not to discover myself
 until I had an opportunity of seeing something of the stranger.
 There was a long pause which showed that he had stopped. Then
 once more the footsteps approached and a shadow fell across the
 opening of the hut.",ConanDoyle
"He struggled madly for life, and by a terrible effort wrenched the
tightening fingers away. In a second he heard the click of a revolver,
and saw the gleam of a polished barrel, pointing straight at his head,
and the dusky form of a short, thick-set man facing him. “You wrecked the life of Sibyl Vane,” was the answer, “and Sibyl Vane
was my sister. She killed herself. I know it. Her death is at your
door. I swore I would kill you in return. For years I have sought you.
I had no clue, no trace. The two people who could have described you
were dead. I knew nothing of you but the pet name she used to call you.
I heard it to-night by chance. Make your peace with God, for to-night
you are going to die.” “You had better confess your sin, for as sure as I am James Vane, you
are going to die.” There was a horrible moment. Dorian did not know
what to say or do. “Down on your knees!” growled the man. “I give you
one minute to make your peace—no more. I go on board to-night for
India, and I must do my job first. One minute. That’s all.”",Wilde
"“We have it all here,” said Gregson, pointing to a litter of objects
upon one of the bottom steps of the stairs. “A gold watch, No. 97163,
by Barraud, of London. Gold Albert chain, very heavy and solid. Gold
ring, with masonic device. Gold pin—bull-dog’s head, with rubies as
eyes. Russian leather card-case, with cards of Enoch J. Drebber of
Cleveland, corresponding with the E. J. D. upon the linen. No purse,
but loose money to the extent of seven pounds thirteen. Pocket edition
of Boccaccio’s _Decameron_, with name of Joseph Stangerson upon the
fly-leaf. Two letters—one addressed to E. J. Drebber and one to Joseph
Stangerson.” “American Exchange, Strand—to be left till called for. They are both
from the Guion Steamship Company, and refer to the sailing of their
boats from Liverpool. It is clear that this unfortunate man was about
to return to New York.” “I did it at once, sir,” said Gregson. “I have had advertisements sent
to all the newspapers, and one of my men has gone to the American
Exchange, but he has not returned yet.” Sherlock Holmes chuckled to himself, and appeared to be about to make
some remark, when Lestrade, who had been in the front room while we
were holding this conversation in the hall, reappeared upon the scene,
rubbing his hands in a pompous and self-satisfied manner.",ConanDoyle
"She gave him a brief reply. Marianne’s countenance was more
communicative. Edward saw enough to comprehend, not only the meaning of
others, but such of Marianne’s expressions as had puzzled him before;
and when their visitors left them, he went immediately round her, and
said, in a whisper, “I have been guessing. Shall I tell you my guess?” “I do not doubt it,” replied he, rather astonished at her earnestness
and warmth; for had he not imagined it to be a joke for the good of her
acquaintance in general, founded only on a something or a nothing
between Mr. Willoughby and herself, he would not have ventured to
mention it. Edward remained a week at the cottage; he was earnestly pressed by Mrs.
Dashwood to stay longer; but, as if he were bent only on
self-mortification, he seemed resolved to be gone when his enjoyment
among his friends was at the height. His spirits, during the last two
or three days, though still very unequal, were greatly improved—he grew
more and more partial to the house and environs—never spoke of going
away without a sigh—declared his time to be wholly disengaged—even
doubted to what place he should go when he left them—but still, go he
must. Never had any week passed so quickly—he could hardly believe it
to be gone. He said so repeatedly; other things he said too, which
marked the turn of his feelings and gave the lie to his actions. He had
no pleasure at Norland; he detested being in town; but either to
Norland or London, he must go. He valued their kindness beyond any
thing, and his greatest happiness was in being with them. Yet, he must
leave them at the end of a week, in spite of their wishes and his own,
and without any restraint on his time.",Austen
"The occasional howling of the Martians had ceased; they took up their
positions in the huge crescent about their cylinders in absolute
silence. It was a crescent with twelve miles between its horns. Never
since the devising of gunpowder was the beginning of a battle so still.
To us and to an observer about Ripley it would have had precisely the
same effect—the Martians seemed in solitary possession of the darkling
night, lit only as it was by the slender moon, the stars, the afterglow
of the daylight, and the ruddy glare from St. George’s Hill and the
woods of Painshill. But facing that crescent everywhere—at Staines, Hounslow, Ditton,
Esher, Ockham, behind hills and woods south of the river, and across
the flat grass meadows to the north of it, wherever a cluster of trees
or village houses gave sufficient cover—the guns were waiting. The
signal rockets burst and rained their sparks through the night and
vanished, and the spirit of all those watching batteries rose to a
tense expectation. The Martians had but to advance into the line of
fire, and instantly those motionless black forms of men, those guns
glittering so darkly in the early night, would explode into a
thunderous fury of battle.",HGWells
"“If you had told us of your own free will it would have been a
 different thing,” said the baronet, “you only told us, or rather
 your wife only told us, when it was forced from you and you could
 not help yourself.” “The man is a public danger. There are lonely houses scattered
 over the moor, and he is a fellow who would stick at nothing. You
 only want to get a glimpse of his face to see that. Look at Mr.
 Stapleton’s house, for example, with no one but himself to defend
 it. There’s no safety for anyone until he is under lock and key.” “He’ll break into no house, sir. I give you my solemn word upon
 that. But he will never trouble anyone in this country again. I
 assure you, Sir Henry, that in a very few days the necessary
 arrangements will have been made and he will be on his way to
 South America. For God’s sake, sir, I beg of you not to let the
 police know that he is still on the moor. They have given up the
 chase there, and he can lie quiet until the ship is ready for
 him. You can’t tell on him without getting my wife and me into
 trouble. I beg you, sir, to say nothing to the police.”",ConanDoyle
"A glance showed that the rest of the enemy--perhaps ten thousand
strong--were between us and the encircling ditch, and pressing
forward to the assault. Consequently we had them _all!_ and had
them past help. Time for the last act of the tragedy. I fired
the three appointed revolver shots--which meant: There was a sudden rush and roar, and in a minute the mountain
brook was raging through the big ditch and creating a river a
hundred feet wide and twenty-five deep. The thirteen gatlings began to vomit death into the fated ten
thousand. They halted, they stood their ground a moment against
that withering deluge of fire, then they broke, faced about and
swept toward the ditch like chaff before a gale. A full fourth
part of their force never reached the top of the lofty embankment;
the three-fourths reached it and plunged over--to death by drowning. Within ten short minutes after we had opened fire, armed resistance
was totally annihilated, the campaign was ended, we fifty-four were
masters of England. Twenty-five thousand men lay dead around us. But how treacherous is fortune! In a little while--say an hour
--happened a thing, by my own fault, which--but I have no heart
to write that. Let the record end here.",Twain
"KING HENRY.
O Thou eternal mover of the heavens,
Look with a gentle eye upon this wretch!
O, beat away the busy meddling fiend
That lays strong siege unto this wretch’s soul,
And from his bosom purge this black despair! KING HENRY.
Peace to his soul, if God’s good pleasure be!
Lord Cardinal, if thou think’st on heaven’s bliss,
Hold up thy hand, make signal of thy hope.
He dies and makes no sign. O God, forgive him! LIEUTENANT.
The gaudy, blabbing, and remorseful day
Is crept into the bosom of the sea;
And now loud-howling wolves arouse the jades
That drag the tragic melancholy night,
Who, with their drowsy, slow, and flagging wings
Clip dead men’s graves and from their misty jaws
Breathe foul contagious darkness in the air.
Therefore bring forth the soldiers of our prize;
For, whilst our pinnace anchors in the Downs,
Here shall they make their ransom on the sand,
Or with their blood stain this discoloured shore.
Master, this prisoner freely give I thee,
And thou that art his mate, make boot of this;
The other, Walter Whitmore, is thy share. LIEUTENANT.
What, think you much to pay two thousand crowns,
And bear the name and port of gentlemen?
Cut both the villains’ throats—for die you shall.
The lives of those which we have lost in fight
Be counterpoised with such a petty sum!",Shakespeare
"Next in _real_ and official rank and importance, _after_ the conductor, came my delight, the driver—next in real but not in _apparent_ importance—for we have seen that in the eyes of the common herd the driver was to the conductor as an admiral is to the captain of the flag- ship. The driver’s beat was pretty long, and his sleeping-time at the stations pretty short, sometimes; and so, but for the grandeur of his position his would have been a sorry life, as well as a hard and a wearing one. We took a new driver every day or every night (for they drove backward and forward over the same piece of road all the time), and therefore we never got as well acquainted with them as we did with the conductors; and besides, they would have been above being familiar with such rubbish as passengers, anyhow, as a general thing. Still, we were always eager to get a sight of each and every new driver as soon as the watch changed, for each and every day we were either anxious to get rid of an unpleasant one, or loath to part with a driver we had learned to like and had come to be sociable and friendly with. And so the first question we asked the conductor whenever we got to where we were to exchange drivers, was always, “Which is him?” The grammar was faulty, maybe, but we could not know, then, that it would go into a book some day. As long as everything went smoothly, the overland driver was well enough situated, but if a fellow driver got sick suddenly it made trouble, for the coach _must_ go on, and so the potentate who was about to climb down and take a luxurious rest after his long night’s siege in the midst of wind and rain and darkness, had to stay where he was and do the sick man’s work. Once, in the Rocky Mountains, when I found a driver sound asleep on the box, and the mules going at the usual break-neck pace, the conductor said never mind him, there was no danger, and he was doing double duty—had driven seventy-five miles on one coach, and was now going back over it on this without rest or sleep. A hundred and fifty miles of holding back of six vindictive mules and keeping them from climbing",Twain
"Mrs. Bates, the widow of a former vicar of Highbury, was a very old lady, almost past every thing but tea and quadrille. She lived with her single daughter in a very small way, and was considered with all the regard and respect which a harmless old lady, under such untoward circumstances, can excite. Her daughter enjoyed a most uncommon degree of popularity for a woman neither young, handsome, rich, nor married. Miss Bates stood in the very worst predicament in the world for having much of the public favour; and she had no intellectual superiority to make atonement to herself, or frighten those who might hate her into outward respect. She had never boasted either beauty or cleverness. Her youth had passed without distinction, and her middle of life was devoted to the care of a failing mother, and the endeavour to make a small income go as far as possible. And yet she was a happy woman, and a woman whom no one named without good-will. It was her own universal good-will and contented temper which worked such wonders. She loved every body, was interested in every body’s happiness, quicksighted to every body’s merits; thought herself a most fortunate creature, and surrounded with blessings in such an excellent mother, and so many good neighbours and friends, and a home that wanted for nothing. The simplicity and cheerfulness of her nature, her contented and grateful spirit, were a recommendation to every body, and a mine of felicity to herself. She was a great talker upon little matters, which exactly suited Mr. Woodhouse, full of trivial communications and harmless gossip.",Austen
"Fanny gave a quick negative, and tried to hide her interest in the
subject by an eager attention to her brother, who was driving as hard a
bargain, and imposing on her as much as he could; but Crawford pursued
with “No, no, you must not part with the queen. You have bought her too
dearly, and your brother does not offer half her value. No, no, sir,
hands off, hands off. Your sister does not part with the queen. She is
quite determined. The game will be yours,” turning to her again; “it
will certainly be yours.” “Mr. Bertram,” said Miss Crawford, a few minutes afterwards, “you know
Henry to be such a capital improver, that you cannot possibly engage in
anything of the sort at Thornton Lacey without accepting his help. Only
think how useful he was at Sotherton! Only think what grand things were
produced there by our all going with him one hot day in August to drive
about the grounds, and see his genius take fire. There we went, and
there we came home again; and what was done there is not to be told!” Fanny’s eyes were turned on Crawford for a moment with an expression
more than grave—even reproachful; but on catching his, were instantly
withdrawn. With something of consciousness he shook his head at his
sister, and laughingly replied, “I cannot say there was much done at
Sotherton; but it was a hot day, and we were all walking after each
other, and bewildered.” As soon as a general buzz gave him shelter, he
added, in a low voice, directed solely at Fanny, “I should be sorry to
have my powers of _planning_ judged of by the day at Sotherton. I see
things very differently now. Do not think of me as I appeared then.”",Austen
"“Yes, dear ma’am,” said Mrs Croft, “or an uncertain engagement, an
engagement which may be long. To begin without knowing that at such a
time there will be the means of marrying, I hold to be very unsafe and
unwise, and what I think all parents should prevent as far as they
can.” Anne found an unexpected interest here. She felt its application to
herself, felt it in a nervous thrill all over her; and at the same
moment that her eyes instinctively glanced towards the distant table,
Captain Wentworth’s pen ceased to move, his head was raised, pausing,
listening, and he turned round the next instant to give a look, one
quick, conscious look at her. The two ladies continued to talk, to re-urge the same admitted truths,
and enforce them with such examples of the ill effect of a contrary
practice as had fallen within their observation, but Anne heard nothing
distinctly; it was only a buzz of words in her ear, her mind was in
confusion. Captain Harville, who had in truth been hearing none of it, now left
his seat, and moved to a window, and Anne seeming to watch him, though
it was from thorough absence of mind, became gradually sensible that he
was inviting her to join him where he stood. He looked at her with a
smile, and a little motion of the head, which expressed, “Come to me, I
have something to say;” and the unaffected, easy kindness of manner
which denoted the feelings of an older acquaintance than he really was,
strongly enforced the invitation. She roused herself and went to him.
The window at which he stood was at the other end of the room from
where the two ladies were sitting, and though nearer to Captain
Wentworth’s table, not very near. As she joined him, Captain Harville’s
countenance re-assumed the serious, thoughtful expression which seemed
its natural character.",HGWells
"“My reason for coming to Iping,” he proceeded, with a certain
deliberation of manner, “was ... a desire for solitude. I do not wish
to be disturbed in my work. In addition to my work, an accident—” “—necessitates a certain retirement. My eyes—are sometimes so weak and
painful that I have to shut myself up in the dark for hours together.
Lock myself up. Sometimes—now and then. Not at present, certainly. At
such times the slightest disturbance, the entry of a stranger into the
room, is a source of excruciating annoyance to me—it is well these
things should be understood.” “That I think, is all,” said the stranger, with that quietly
irresistible air of finality he could assume at will. Mrs. Hall
reserved her question and sympathy for a better occasion. “Why don’t you finish and go?” said the rigid figure, evidently in a
state of painfully suppressed rage. “All you’ve got to do is to fix the
hour-hand on its axle. You’re simply humbugging—” At Gleeson’s corner he saw Hall, who had recently married the
stranger’s hostess at the “Coach and Horses,” and who now drove the
Iping conveyance, when occasional people required it, to Sidderbridge
Junction, coming towards him on his return from that place. Hall had
evidently been “stopping a bit” at Sidderbridge, to judge by his
driving. “’Ow do, Teddy?” he said, passing.",HGWells
"But with no intention of passing many more weary days there. No. I had
resolved to run away.---To go, by some means or other, down into the
country, to the only relation I had in the world, and tell my story to
my aunt, Miss Betsey. I have already observed that I don’t know how this
desperate idea came into my brain. But, once there, it remained there;
and hardened into a purpose than which I have never entertained a more
determined purpose in my life. I am far from sure that I believed there
was anything hopeful in it, but my mind was thoroughly made up that it
must be carried into execution. Again, and again, and a hundred times again, since the night when the
thought had first occurred to me and banished sleep, I had gone over
that old story of my poor mother’s about my birth, which it had been one
of my great delights in the old time to hear her tell, and which I knew
by heart. My aunt walked into that story, and walked out of it, a dread
and awful personage; but there was one little trait in her behaviour
which I liked to dwell on, and which gave me some faint shadow of
encouragement. I could not forget how my mother had thought that she
felt her touch her pretty hair with no ungentle hand; and though it
might have been altogether my mother’s fancy, and might have had no
foundation whatever in fact, I made a little picture, out of it, of my
terrible aunt relenting towards the girlish beauty that I recollected so
well and loved so much, which softened the whole narrative. It is very
possible that it had been in my mind a long time, and had gradually
engendered my determination.",Dickens
"Fanny had no share in the festivities of the season; but she enjoyed
being avowedly useful as her aunt’s companion when they called away the
rest of the family; and, as Miss Lee had left Mansfield, she naturally
became everything to Lady Bertram during the night of a ball or a
party. She talked to her, listened to her, read to her; and the
tranquillity of such evenings, her perfect security in such a
_tête-à-tête_ from any sound of unkindness, was unspeakably welcome to
a mind which had seldom known a pause in its alarms or embarrassments.
As to her cousins’ gaieties, she loved to hear an account of them,
especially of the balls, and whom Edmund had danced with; but thought
too lowly of her own situation to imagine she should ever be admitted
to the same, and listened, therefore, without an idea of any nearer
concern in them. Upon the whole, it was a comfortable winter to her;
for though it brought no William to England, the never-failing hope of
his arrival was worth much. After dancing with each other at a proper number of balls, the young
people justified these opinions, and an engagement, with a due
reference to the absent Sir Thomas, was entered into, much to the
satisfaction of their respective families, and of the general
lookers-on of the neighbourhood, who had, for many weeks past, felt the
expediency of Mr. Rushworth’s marrying Miss Bertram.",Austen
"“I _should_ have thought,” said Fanny, after a pause of recollection and exertion, “that every woman must have felt the possibility of a man’s not being approved, not being loved by some one of her sex at least, let him be ever so generally agreeable. Let him have all the perfections in the world, I think it ought not to be set down as certain that a man must be acceptable to every woman he may happen to like himself. But, even supposing it is so, allowing Mr. Crawford to have all the claims which his sisters think he has, how was I to be prepared to meet him with any feeling answerable to his own? He took me wholly by surprise. I had not an idea that his behaviour to me before had any meaning; and surely I was not to be teaching myself to like him only because he was taking what seemed very idle notice of me. In my situation, it would have been the extreme of vanity to be forming expectations on Mr. Crawford. I am sure his sisters, rating him as they do, must have thought it so, supposing he had meant nothing. How, then, was I to be—to be in love with him the moment he said he was with me? How was I to have an attachment at his service, as soon as it was asked for? His sisters should consider me as well as him. The higher his deserts, the more improper for me ever to have thought of him. And, and—we think very differently of the nature of women, if they can imagine a woman so very soon capable of returning an affection as this seems to imply.”",Austen
"“What are you two talking about?” said Lord Henry, strolling over to
the table and putting his cup down. “I hope Dorian has told you about
my plan for rechristening everything, Gladys. It is a delightful idea.” “But I don’t want to be rechristened, Harry,” rejoined the duchess,
looking up at him with her wonderful eyes. “I am quite satisfied with
my own name, and I am sure Mr. Gray should be satisfied with his.” “My dear Gladys, I would not alter either name for the world. They are
both perfect. I was thinking chiefly of flowers. Yesterday I cut an
orchid, for my button-hole. It was a marvellous spotted thing, as
effective as the seven deadly sins. In a thoughtless moment I asked one
of the gardeners what it was called. He told me it was a fine specimen
of _Robinsoniana_, or something dreadful of that kind. It is a sad
truth, but we have lost the faculty of giving lovely names to things.
Names are everything. I never quarrel with actions. My one quarrel is
with words. That is the reason I hate vulgar realism in literature. The
man who could call a spade a spade should be compelled to use one. It
is the only thing he is fit for.”",Wilde
"“We shall see,” returned the old gentleman with a searching glance. “I
lost the boy, and no efforts of mine could recover him. Your mother
being dead, I knew that you alone could solve the mystery if anybody
could, and as when I had last heard of you you were on your own estate
in the West Indies—whither, as you well know, you retired upon your
mother’s death to escape the consequences of vicious courses here—I
made the voyage. You had left it, months before, and were supposed to
be in London, but no one could tell where. I returned. Your agents had
no clue to your residence. You came and went, they said, as strangely
as you had ever done: sometimes for days together and sometimes not for
months: keeping to all appearance the same low haunts and mingling with
the same infamous herd who had been your associates when a fierce
ungovernable boy. I wearied them with new applications. I paced the
streets by night and day, but until two hours ago, all my efforts were
fruitless, and I never saw you for an instant.” “And now you do see me,” said Monks, rising boldly, “what then? Fraud
and robbery are high-sounding words—justified, you think, by a fancied
resemblance in some young imp to an idle daub of a dead man’s Brother!
You don’t even know that a child was born of this maudlin pair; you
don’t even know that.”",Dickens
